club_name,player_name,age,position,specific_position,club_involved_name,fee,type_operation,fee_cleaned,year,season
Ittihad Club,Othman El Assas,25,Midfield,Defensive Midfield,Al-Shabab SC,transfer,transfer,1300000.0,2004,2004/2005
Ittihad Club,Marcão,30,Defence,Centre-Back,Atlético-PR,loan transfer,loan,0.0,2004,2004/2005
Ittihad Club,Fabio Araújo Pinto,24,Forward,Centre-Forward,Chemnitzer FC,free transfer,free,0.0,2004,2004/2005
Ittihad Club,Dimba,30,Forward,Centre-Forward,Flamengo,transfer,transfer,1300000.0,2004,2004/2005
Ittihad Club,Khalid Massad,32,Midfield,Attacking Midfield,Retired,retired,retired,0.0,2004,2004/2005
Ittihad Club,Alain Masudi,26,Midfield,Attacking Midfield,Sturm Graz,"end of loanjun 30, 2004",loan,0.0,2004,2004/2005
Ittihad Club,Rolando Zárate,25,Forward,Centre-Forward,Vélez Sarsfield,"end of loanjun 30, 2004",loan,0.0,2004,2004/2005
Al-Ahli SFC,Lúcio Flávio,25,Midfield,Attacking Midfield,São Caetano,loan fee:€150k,loan,150000.0,2004,2004/2005
Al-Ahli SFC,Malek Mouath,22,Forward,Centre-Forward,Al-Ansar,free transfer,free,0.0,2004,2004/2005
Al-Ahli SFC,Husain Turki,22,Forward,Centre-Forward,Khaleej,transfer,transfer,1300000.0,2004,2004/2005
Al-Ahli SFC,Sahib Al-Abdullah,26,Midfield,Defensive Midfield,Khaleej,transfer,transfer,1300000.0,2004,2004/2005
Al-Ahli SFC,Fahad Al-Shammari,23,Goalkeeper,Goalkeeper,Al-Tai,loan transfer,loan,0.0,2004,2004/2005
Al-Ahli SFC,Khaled Omar Gahwji,28,Midfield,Attacking Midfield,Ittihad Club,free transfer,free,0.0,2004,2004/2005
Al-Ahli SFC,Paulinho,22,Forward,Second Striker,Dorados Sinaloa,transfer,transfer,1300000.0,2004,2004/2005
Al-Ahli SFC,Ibrahim Suwayed,29,Midfield,Right Midfield,Ittihad Club,transfer,transfer,1300000.0,2004,2004/2005
Al-Ahli SFC,Edmílson,30,Forward,Attack,Santo André,transfer,transfer,1300000.0,2004,2004/2005
Al-Ahli SFC,Mohammed Sheliah,29,Defence,Right-Back,Retired,retired,retired,0.0,2004,2004/2005
Al-Shabab FC,Leonardo,24,Forward,Centre-Forward,Brasiliense,free transfer,free,0.0,2004,2004/2005
Al-Shabab FC,Nashat Akram,19,Midfield,Attacking Midfield,Al-Nasr SC,transfer,transfer,1300000.0,2004,2004/2005
Al-Shabab FC,Hassan Muath,18,Defence,Right-Back,Al-Ansar,transfer,transfer,1300000.0,2004,2004/2005
Al-Shabab FC,Zaid Al-Mowalad,28,Defence,Left-Back,Unknown,transfer,transfer,1300000.0,2004,2004/2005
Al-Shabab FC,Roberto Holsen,28,Forward,Centre-Forward,Universitario,transfer,transfer,1300000.0,2004,2004/2005
Al-Nassr FC,Nashat Akram,19,Midfield,Attacking Midfield,Al-Shabab SC,transfer,transfer,1300000.0,2004,2004/2005
Al-Nassr FC,Saad Al-Shehri,24,Midfield,Midfield,Unknown,transfer,transfer,1300000.0,2004,2004/2005
Al-Tai FC,Fahad Al-Shammari,23,Goalkeeper,Goalkeeper,Al-Ahli SC,loan transfer,loan,0.0,2004,2004/2005
Al-Wehda FC,Lofti Belhaj,25,Midfield,Midfield,FC Gueugnon,transfer,transfer,1300000.0,2004,2004/2005
Al-Wehda FC,Mohammed Rabia Al-Noobi,23,Defence,Centre-Back,Kazma SC,transfer,transfer,1300000.0,2004,2004/2005
Al-Wehda FC,Ahmed Kano,19,Midfield,Central Midfield,Al-Orouba SC,transfer,transfer,1300000.0,2004,2004/2005
Al-Wehda FC,Patrick Kazadi,26,Forward,Centre-Forward,AS Marsa,transfer,transfer,1300000.0,2004,2004/2005
Al-Wehda FC,Assaf Al Qarni,20,Goalkeeper,Goalkeeper,Al-Wehda,transfer,transfer,1300000.0,2004,2004/2005
Al-Wehda FC,Abdulkhaleq Barnawi,19,Midfield,Central Midfield,Al-Wehda,transfer,transfer,1300000.0,2004,2004/2005
Al-Ettifaq FC,Heiner Backhaus,22,Midfield,Defensive Midfield,Unknown,transfer,transfer,1300000.0,2004,2004/2005
Al-Ettifaq FC,Luís Alberto,21,Midfield,Defensive Midfield,EC Bahia,loan transfer,loan,0.0,2004,2004/2005
Al-Ettifaq FC,José Soares,28,Defence,Centre-Back,Al-Shamal SC,transfer,transfer,1300000.0,2004,2004/2005
Al-Riyadh SC,Badar Al-Maimani,19,Midfield,Attacking Midfield,Muscat Club,transfer,transfer,1300000.0,2004,2004/2005
Al-Riyadh SC,Khalifa Ayil Al-Naufli,20,Defence,Centre-Back,Oman Club,transfer,transfer,1300000.0,2004,2004/2005
Al-Riyadh SC,Amad Al-Hosni,19,Forward,Centre-Forward,Al-Khaburah SC,transfer,transfer,1300000.0,2004,2004/2005
Al-Qadsiah FC,Zé Augusto,25,Midfield,Attacking Midfield,Sampaio Corrêa,transfer,transfer,1300000.0,2004,2004/2005
Al-Qadsiah FC,Youssef Al-Salem,19,Forward,Centre-Forward,Al-Qadsiah FC,transfer,transfer,1300000.0,2004,2004/2005
Al-Qadsiah FC,Jaber Hagawi,22,Defence,Defence,Al-Qadsiah FC,transfer,transfer,1300000.0,2004,2004/2005
Al-Ansar,Sílvio,34,Forward,Attack,AC Tripoli,transfer,transfer,1300000.0,2004,2004/2005
Al-Ansar,Malek Mouath,22,Forward,Centre-Forward,Al-Ahli SC,free transfer,free,0.0,2004,2004/2005
Al-Ansar,Hassan Muath,18,Defence,Right-Back,Al-Shabab SC,transfer,transfer,1300000.0,2004,2004/2005
Al-Hilal SFC,Majed Al-Marshadi,20,Defence,Centre-Back,Al-Jabalain,transfer,transfer,1300000.0,2004,2004/2005
Al-Hilal SFC,Ahmed Khaleel,34,Defence,Defence,Unknown,transfer,transfer,1300000.0,2004,2004/2005
Al-Hilal SFC,Mossoró,19,Forward,Centre-Forward,Baraúnas,transfer,transfer,1300000.0,2004,2004/2005
Al-Hilal SFC,Yasser Elyass,27,Defence,Right-Back,Ohod Club,transfer,transfer,1300000.0,2004,2004/2005
Al-Hilal SFC,Jatto Ceesay,30,Forward,Right Winger,Willem II,free transfer,free,0.0,2004,2004/2005
Al-Hilal SFC,Leandro Avíla,32,Midfield,Defensive Midfield,Marília,transfer,transfer,1300000.0,2004,2004/2005
Al-Hilal SFC,Hussain Al-Ali,28,Forward,Centre-Forward,Al-Hazem,transfer,transfer,1300000.0,2004,2004/2005
Ittihad Club,Adnan Falatah,20,Defence,Left-Back,Ittihad Club,transfer,transfer,1300000.0,2004,2004/2005
Ittihad Club,Dejan Petkovic,32,Midfield,Attacking Midfield,Fluminense,free transfer,free,0.0,2004,2004/2005
Ittihad Club,Tcheco,28,Midfield,Central Midfield,Santos,loan transfer,loan,0.0,2004,2004/2005
Al-Ahli SFC,Alessandro Cambalhota,31,Forward,Right Winger,São Caetano,transfer,transfer,1300000.0,2004,2004/2005
Al-Ahli SFC,Husain Turki,22,Forward,Centre-Forward,Khaleej,loan transfer,loan,0.0,2004,2004/2005
Al-Shabab FC,Rasheed Yekini,41,Forward,Centre-Forward,Gateway FC,transfer,transfer,1300000.0,2004,2004/2005
Al-Shabab FC,Fernandes,26,Midfield,Attacking Midfield,Figueirense FC,"end of loandec 1, 2004",loan,0.0,2004,2004/2005
Ohod Club,Yasser Elyass,27,Defence,Right-Back,Al-Hilal FC,transfer,transfer,1300000.0,2004,2004/2005
Al-Wehda FC,Lofti Belhaj,25,Midfield,Midfield,AS Marsa,transfer,transfer,1300000.0,2004,2004/2005
Al-Wehda FC,Ahmed Kano,19,Midfield,Central Midfield,Al-Ain FC,transfer,transfer,1300000.0,2004,2004/2005
Al-Ettifaq FC,Fawzi Bashir,20,Midfield,Attacking Midfield,Al-Nasr SC,transfer,transfer,1300000.0,2004,2004/2005
Al-Ettifaq FC,Heiner Backhaus,22,Midfield,Defensive Midfield,Unknown,transfer,transfer,1300000.0,2004,2004/2005
Al-Ansar,Sílvio,35,Forward,Attack,Coruripe,"end of loanmar 30, 2005",loan,0.0,2004,2004/2005
Al-Ansar,Sílvio,34,Forward,Attack,Coruripe,loan transfer,loan,0.0,2004,2004/2005
Al-Hilal SFC,Yasser Al-Qahtani,22,Forward,Centre-Forward,Al-Qadsiah FC,€6.00m,transfer,6000000.0,2005,2005/2006
Al-Hilal SFC,Abdullatif Al-Ghannam,19,Midfield,Defensive Midfield,Al-Shabab SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Hilal SFC,Fahad Al-Shammari,24,Goalkeeper,Goalkeeper,Al-Tai,transfer,transfer,1300000.0,2005,2005/2006
Al-Hilal SFC,Ahmad Al-Dokhi,28,Defence,Right-Back,Ittihad Club,transfer,transfer,1300000.0,2005,2005/2006
Al-Hilal SFC,Abdullah Al-Shehan,28,Forward,Attack,Al-Shabab SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Hilal SFC,Paulo Silva,30,Forward,Attack,Retired,retired,retired,0.0,2005,2005/2006
Al-Nassr FC,Adriano Chuva,26,Forward,Centre-Forward,Sport Recife,free transfer,free,0.0,2005,2005/2006
Al-Nassr FC,Saad Al-Harthi,22,Forward,Centre-Forward,Ittihad Club,"end of loanmay 1, 2006",loan,0.0,2005,2005/2006
Al-Shabab FC,Túlio Maravilha,36,Forward,Centre-Forward,Juventude,free transfer,free,0.0,2005,2005/2006
Al-Shabab FC,Léider Preciado,28,Forward,Centre-Forward,Indep. Santa Fe,transfer,transfer,1300000.0,2005,2005/2006
Al-Shabab FC,Mohammad Khoja,23,Goalkeeper,Goalkeeper,Al-Ansar,transfer,transfer,1300000.0,2005,2005/2006
Al-Shabab FC,Abdullah Al-Shehan,28,Forward,Attack,Al-Hilal FC,transfer,transfer,1300000.0,2005,2005/2006
Al-Shabab FC,Ousmane N'Doye,28,Midfield,Defensive Midfield,Coimbra,loan transfer,loan,0.0,2005,2005/2006
Al-Shabab FC,Abdullah Shuhail,20,Defence,Left-Back,Al-Shabab SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Shabab FC,Leonardo,24,Forward,Centre-Forward,Bragantino,free transfer,free,0.0,2005,2005/2006
Al-Shabab FC,Túlio Maravilha,36,Forward,Centre-Forward,Volta Redonda,free transfer,free,0.0,2005,2005/2006
Al-Shabab FC,Abdullatif Al-Ghannam,19,Midfield,Defensive Midfield,Al-Hilal FC,transfer,transfer,1300000.0,2005,2005/2006
Al-Shabab FC,Tariq Al Hargan,20,Goalkeeper,Goalkeeper,Without Club,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Lima,23,Forward,Centre-Forward,Atlético-PR,€4.50m,transfer,4500000.0,2005,2005/2006
Ittihad Club,Mohamed Kallon,25,Forward,Centre-Forward,Monaco,loan transfer,loan,0.0,2005,2005/2006
Ittihad Club,Olivier Boumelaha,24,Forward,Centre-Forward,Chaux-de-Fonds,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Tisir Al-Antaif,31,Goalkeeper,Goalkeeper,Khaleej,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Pedrinho,28,Midfield,Attacking Midfield,Palmeiras,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Ahmad Al-Dokhi,28,Defence,Right-Back,Al-Hilal FC,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Joseph-Désiré Job,27,Forward,Centre-Forward,Middlesbrough,loan transfer,loan,0.0,2005,2005/2006
Ittihad Club,Cláudio Pitbull,23,Forward,Centre-Forward,FC Porto,loan transfer,loan,0.0,2005,2005/2006
Ittihad Club,Talal Assiri,16,Defence,Right-Back,Ittihad Club,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Mustafa Malayekah,19,Goalkeeper,Goalkeeper,Ittihad Club,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Tcheco,29,Midfield,Central Midfield,Santos,"end of loanjul 1, 2005",loan,0.0,2005,2005/2006
Ittihad Club,Mario Carevic,23,Midfield,Left Midfield,VfB Stuttgart,€250k,transfer,250000.0,2005,2005/2006
Ittihad Club,Lima,24,Forward,Centre-Forward,Botafogo,loan transfer,loan,0.0,2005,2005/2006
Ittihad Club,Othman El Assas,26,Midfield,Defensive Midfield,Al-Gharafa SC,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Hamid Nater,24,Midfield,Midfield,Al-Ettifaq,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Serginho,31,Forward,Centre-Forward,Al-Gharafa SC,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Al Hassan Al-Yami,32,Forward,Attack,Najran SC,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Obina,22,Forward,Centre-Forward,Flamengo,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Salah Iddine Khlifi,26,Midfield,Midfield,Qadsia SC,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Saad Al-Harthi,22,Forward,Centre-Forward,Al-Nasr SC,"end of loanmay 1, 2006",loan,0.0,2005,2005/2006
Ittihad Club,Joseph-Désiré Job,28,Forward,Centre-Forward,Middlesbrough,"end of loanmay 1, 2006",loan,0.0,2005,2005/2006
Al-Ettifaq FC,Hassen Riahi,31,Midfield,Central Midfield,CA Bizertin,transfer,transfer,1300000.0,2005,2005/2006
Al-Ettifaq FC,Rabil Lafoui,29,Forward,Attack,Wydad AC,transfer,transfer,1300000.0,2005,2005/2006
Al-Ettifaq FC,Hamid Nater,24,Midfield,Midfield,Ittihad Club,transfer,transfer,1300000.0,2005,2005/2006
Al-Ettifaq FC,Abdellatif Jrindou,30,Defence,Centre-Back,Raja Casablanca,transfer,transfer,1300000.0,2005,2005/2006
Al-Ettifaq FC,André Neles,28,Forward,Centre-Forward,Fortaleza,loan transfer,loan,0.0,2005,2005/2006
Al-Ettifaq FC,Awule Quaye,24,Midfield,Attacking Midfield,Zamalek,transfer,transfer,1300000.0,2005,2005/2006
Al-Qadsiah FC,Mohammad Kassas,29,Forward,Centre-Forward,Nejmeh SC,free transfer,free,0.0,2005,2005/2006
Al-Qadsiah FC,Mohammed Al-Sahlawi,18,Forward,Centre-Forward,Al-Qadsiah FC,transfer,transfer,1300000.0,2005,2005/2006
Al-Qadsiah FC,Yasser Al-Qahtani,22,Forward,Centre-Forward,Al-Hilal FC,€6.00m,transfer,6000000.0,2005,2005/2006
Al-Wehda FC,Mohammed Rabia Al-Noobi,24,Defence,Centre-Back,Al-Sadd SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Hazem SC,Qusay Munir,24,Midfield,Defensive Midfield,Al-Khor SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Hazem SC,Salaheddine Aqqal,20,Forward,Right Winger,O. Khouribga,transfer,transfer,1300000.0,2005,2005/2006
Al-Tai FC,Fahad Al-Shammari,24,Goalkeeper,Goalkeeper,Al-Ahli SC,"end of loanjun 30, 2005",loan,0.0,2005,2005/2006
Al-Tai FC,Fahad Al-Shammari,24,Goalkeeper,Goalkeeper,Al-Hilal FC,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Youssef Rabeh,20,Defence,Centre-Back,FUS Rabat,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Mohamed Eid Al-Bishi,18,Defence,Centre-Back,Al-Ahli SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Ahmad Darwish,21,Midfield,Right Midfield,Al-Ahli SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Yasser Al-Mosailem,22,Goalkeeper,Goalkeeper,Al-Ahli SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Jufain Al-Bishi,18,Defence,Centre-Back,Al-Ahli SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Mohammed Massad,22,Midfield,Central Midfield,Al-Ahli SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Kim,25,Forward,Centre-Forward,AS Nancy,€1.10m,transfer,1100000.0,2005,2005/2006
Al-Ahli SFC,Alessandro Cambalhota,32,Forward,Right Winger,Figueirense FC,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Tisir Al-Antaif,31,Goalkeeper,Goalkeeper,Khaleej,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Naif Al-Qadi,27,Defence,Centre-Back,Al-Rayyan SC,loan transfer,loan,0.0,2005,2005/2006
Al-Ahli SFC,Husain Turki,23,Forward,Centre-Forward,Al-Riyadh SC,loan transfer,loan,0.0,2005,2005/2006
Al-Ahli SFC,Mohammed Al-Khilaiwi,33,Defence,Centre-Back,Retired,retired,retired,0.0,2005,2005/2006
Al-Ahli SFC,Lúcio Flávio,26,Midfield,Attacking Midfield,São Caetano,"end of loanjun 30, 2005",loan,0.0,2005,2005/2006
Al-Ahli SFC,Fahad Al-Shammari,24,Goalkeeper,Goalkeeper,Al-Tai,"end of loanjun 30, 2005",loan,0.0,2005,2005/2006
Al-Ansar,Mohammad Khoja,23,Goalkeeper,Goalkeeper,Al-Shabab SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Hilal SFC,Giovanni,33,Midfield,Attacking Midfield,Santos,free transfer,free,0.0,2005,2005/2006
Al-Hilal SFC,Kamel Al-Mousa,23,Defence,Centre-Back,Al-Wehda,loan transfer,loan,0.0,2005,2005/2006
Al-Hilal SFC,Joelson,25,Forward,Centre-Forward,Paraná,free transfer,free,0.0,2005,2005/2006
Al-Hilal SFC,Mossoró,20,Forward,Centre-Forward,Ponte Preta,transfer,transfer,1300000.0,2005,2005/2006
Al-Hilal SFC,Majed Al-Marshadi,21,Defence,Centre-Back,Al-Wehda,loan transfer,loan,0.0,2005,2005/2006
Al-Nassr FC,Talal Al-Meshal,27,Forward,Centre-Forward,Al-Ahli SC,loan transfer,loan,0.0,2005,2005/2006
Al-Nassr FC,Adriano Chuva,26,Forward,Centre-Forward,Daejeon Citizen,free transfer,free,0.0,2005,2005/2006
Al-Nassr FC,Saad Al-Harthi,22,Forward,Centre-Forward,Ittihad Club,loan transfer,loan,0.0,2005,2005/2006
Al-Shabab FC,Nasser Al-Shamrani,22,Forward,Centre-Forward,Al-Wehda,loan transfer,loan,0.0,2005,2005/2006
Al-Shabab FC,Ahmed Al-Bahri,25,Defence,Right-Back,Al-Ettifaq,loan transfer,loan,0.0,2005,2005/2006
Al-Shabab FC,Léider Preciado,28,Forward,Centre-Forward,Indep. Santa Fe,transfer,transfer,1300000.0,2005,2005/2006
Ittihad Club,Prince Tagoe,19,Forward,Centre-Forward,Hearts of Oak,€1.00m,transfer,1000000.0,2005,2005/2006
Ittihad Club,Jaouad Zairi,23,Midfield,Right Midfield,FC Sochaux,loan fee:€700k,loan,700000.0,2005,2005/2006
Ittihad Club,Saad Al-Harthi,22,Forward,Centre-Forward,Al-Nasr SC,loan transfer,loan,0.0,2005,2005/2006
Ittihad Club,Lima,24,Forward,Centre-Forward,São Paulo,loan transfer,loan,0.0,2005,2005/2006
Ittihad Club,Tcheco,29,Midfield,Central Midfield,Grêmio,loan transfer,loan,0.0,2005,2005/2006
Ittihad Club,Cláudio Pitbull,23,Forward,Centre-Forward,FC Porto,"end of loandec 1, 2005",loan,0.0,2005,2005/2006
Al-Ettifaq FC,Yaw Preko,31,Forward,Centre-Forward,Halmstads BK,free transfer,free,0.0,2005,2005/2006
Al-Ettifaq FC,Rabii Laafoui,28,Forward,Attack,Moghreb Tétouan,transfer,transfer,1300000.0,2005,2005/2006
Al-Ettifaq FC,Fawzi Bashir,21,Midfield,Attacking Midfield,Al-Wakrah SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Ettifaq FC,Hassen Riahi,31,Midfield,Central Midfield,CA Bizertin,transfer,transfer,1300000.0,2005,2005/2006
Al-Ettifaq FC,Ahmed Al-Bahri,25,Defence,Right-Back,Al-Shabab SC,loan transfer,loan,0.0,2005,2005/2006
Al-Qadsiah FC,Zé Augusto,27,Midfield,Attacking Midfield,Madureira,transfer,transfer,1300000.0,2005,2005/2006
Al-Wehda FC,Crispin Odula Wadenia,19,Defence,Centre-Back,Coast Stars,transfer,transfer,1300000.0,2005,2005/2006
Al-Wehda FC,Majed Al-Marshadi,21,Defence,Centre-Back,Al-Hilal FC,loan transfer,loan,0.0,2005,2005/2006
Al-Wehda FC,Kamel Al-Mousa,23,Defence,Centre-Back,Al-Hilal FC,loan transfer,loan,0.0,2005,2005/2006
Al-Wehda FC,Nasser Al-Shamrani,22,Forward,Centre-Forward,Al-Shabab SC,loan transfer,loan,0.0,2005,2005/2006
Al-Wehda FC,Assaf Al Qarni,21,Goalkeeper,Goalkeeper,Al-Ahli SC,loan transfer,loan,0.0,2005,2005/2006
Al-Hazem SC,Toy,28,Forward,Centre-Forward,Olhanense,€75k,transfer,75000.0,2005,2005/2006
Al-Ahli SFC,Assaf Al Qarni,21,Goalkeeper,Goalkeeper,Al-Wehda,loan transfer,loan,0.0,2005,2005/2006
Al-Ahli SFC,Dejan Damjanović,24,Forward,Centre-Forward,FK Bezanija,loan transfer,loan,0.0,2005,2005/2006
Al-Ahli SFC,Mootaz Al-Mousa,18,Midfield,Defensive Midfield,Al-Ahli SC,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Youssef Rabeh,20,Defence,Centre-Back,FUS Rabat,transfer,transfer,1300000.0,2005,2005/2006
Al-Ahli SFC,Talal Al-Meshal,27,Forward,Centre-Forward,Al-Nasr SC,loan transfer,loan,0.0,2005,2005/2006
Al-Hilal SFC,Ibrahima Ba,21,Midfield,Defensive Midfield,CS Sfaxien,free transfer,free,0.0,2006,2006/2007
Al-Hilal SFC,Guarú,25,Midfield,Attacking Midfield,Paulista,free transfer,free,0.0,2006,2006/2007
Al-Hilal SFC,Welton,27,Forward,Centre-Forward,MTK Budapest,free transfer,free,0.0,2006,2006/2007
Al-Hilal SFC,Tareq Al Tayeb,29,Midfield,Attacking Midfield,Gaziantepspor,transfer,transfer,1300000.0,2006,2006/2007
Al-Hilal SFC,Khaled Al-Anqari,26,Defence,Defence,Al-Riyadh SC,transfer,transfer,1300000.0,2006,2006/2007
Al-Hilal SFC,Majed Al-Marshadi,21,Defence,Centre-Back,Al-Wehda,"end of loanjun 30, 2006",loan,0.0,2006,2006/2007
Al-Hilal SFC,Sultan Al-Saud,20,Forward,Right Winger,Al-Hilal FC,transfer,transfer,1300000.0,2006,2006/2007
Al-Hilal SFC,Giovanni,34,Midfield,Attacking Midfield,Ethn. Piraeus,€500k,transfer,500000.0,2006,2006/2007
Al-Hilal SFC,Camacho,26,Midfield,Attacking Midfield,Al-Arabi SC,free transfer,free,0.0,2006,2006/2007
Al-Hilal SFC,Abdullah Sulaiman Zubromawi,32,Defence,Centre-Back,Al-Wehda,transfer,transfer,1300000.0,2006,2006/2007
Al-Hilal SFC,Badr Al-Dakheel,20,Defence,Centre-Back,Al-Tai,transfer,transfer,1300000.0,2006,2006/2007
Al-Hilal SFC,Kamel Al-Mousa,23,Defence,Centre-Back,Al-Wehda,"end of loanjun 30, 2006",loan,0.0,2006,2006/2007
Al-Ahli SFC,Darko Anic,32,Midfield,Central Midfield,Nacional,free transfer,free,0.0,2006,2006/2007
Al-Ahli SFC,Abdullah Al-Mayouf,19,Goalkeeper,Goalkeeper,Al-Hilal FC,free transfer,free,0.0,2006,2006/2007
Al-Ahli SFC,Khaled Badra,33,Defence,Centre-Back,Esperance,loan transfer,loan,0.0,2006,2006/2007
Al-Ahli SFC,Ibrahim Hazzazi,21,Defence,Right-Back,Al-Ahli SC,transfer,transfer,1300000.0,2006,2006/2007
Al-Ahli SFC,Husain Turki,24,Forward,Centre-Forward,Khaleej,"end of loanjun 30, 2006",loan,0.0,2006,2006/2007
Al-Ahli SFC,Husain Turki,24,Forward,Centre-Forward,Al-Riyadh SC,"end of loanjun 30, 2006",loan,0.0,2006,2006/2007
Al-Ahli SFC,Safwan Al-Muwallid,22,Forward,Second Striker,Al-Hazem,free transfer,free,0.0,2006,2006/2007
Al-Ahli SFC,Husain Turki,24,Forward,Centre-Forward,Khaleej,transfer,transfer,1300000.0,2006,2006/2007
Al-Ahli SFC,Taiseer Al-Jassam,22,Midfield,Central Midfield,Al-Gharafa SC,loan transfer,loan,0.0,2006,2006/2007
Al-Ahli SFC,Abdullah Jumaan Al-Dossary,29,Forward,Centre-Forward,Retired,retired,retired,0.0,2006,2006/2007
Al-Ahli SFC,Assaf Al Qarni,22,Goalkeeper,Goalkeeper,Al-Wehda,"end of loanjun 30, 2006",loan,0.0,2006,2006/2007
Al-Ettifaq FC,Wajih Sghaier,27,Midfield,Attacking Midfield,Esperance,€160k,transfer,160000.0,2006,2006/2007
Al-Ettifaq FC,Ahmed Al-Bahri,25,Defence,Right-Back,Al-Shabab SC,"end of loanjun 30, 2006",loan,0.0,2006,2006/2007
Al-Ettifaq FC,Rabil Lafoui,30,Forward,Attack,Moghreb Tétouan,transfer,transfer,1300000.0,2006,2006/2007
Al-Ettifaq FC,Hamid Nater,25,Midfield,Midfield,Raja Casablanca,transfer,transfer,1300000.0,2006,2006/2007
Al-Ettifaq FC,Rabii Laafoui,30,Forward,Attack,Busaiteen Club,transfer,transfer,1300000.0,2006,2006/2007
Al-Ettifaq FC,Abdellatif Jrindou,31,Defence,Centre-Back,Raja Casablanca,transfer,transfer,1300000.0,2006,2006/2007
Al-Ettifaq FC,Luís Alberto,22,Midfield,Defensive Midfield,EC Bahia,"end of loanjun 30, 2006",loan,0.0,2006,2006/2007
Al-Shabab FC,Waleed Abdullah,20,Goalkeeper,Goalkeeper,Al-Shabab SC,transfer,transfer,1300000.0,2006,2006/2007
Al-Shabab FC,Abdullah Al-Shehan,29,Forward,Attack,Career break,transfer,transfer,1300000.0,2006,2006/2007
Al-Shabab FC,Nasser Al-Shamrani,22,Forward,Centre-Forward,Al-Wehda,"end of loanjun 30, 2006",loan,0.0,2006,2006/2007
Al-Shabab FC,Ahmed Al-Bahri,25,Defence,Right-Back,Al-Ettifaq,"end of loanjun 30, 2006",loan,0.0,2006,2006/2007
Al-Nassr FC,Denílson,28,Forward,Left Winger,G. Bordeaux,free transfer,free,0.0,2006,2006/2007
Al-Nassr FC,Alberto Blanco,28,Midfield,Central Midfield,Al-Ain FC,transfer,transfer,1300000.0,2006,2006/2007
Al-Nassr FC,Massamasso Tchangai,27,Defence,Centre-Back,Benevento,transfer,transfer,1300000.0,2006,2006/2007
Al-Nassr FC,Khalid Radhi,25,Goalkeeper,Goalkeeper,Al-Riyadh SC,transfer,transfer,1300000.0,2006,2006/2007
Al-Nassr FC,Issam Mardassi,26,Defence,Centre-Back,CS Sfaxien,loan transfer,loan,0.0,2006,2006/2007
Al-Nassr FC,Ibrahim Al-Harbi,30,Midfield,Defensive Midfield,Ohod Club,transfer,transfer,1300000.0,2006,2006/2007
